Campaign_ID,Influencer_Name,Platform,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI,Region
CM3222,Influencer_Aarav,X,Brand Awareness,2024-10-08,2024-10-20,939.0,268361,364115,6.78,0.47,437,17.51,SEA
CM4256,Influencer_Noah,INSTAGRAM,Giveaway,2024-05-28,2024-06-09,7572.0,767032,878358,9.19,9.19,895,59.44,India
CM2069,Influencer_Zane,X,Brand Awareness,2024-08-26,2024-08-29,1768.0,166591,216820,7.93,3.42,590,32.65,India
CM771,Influencer_Ethan,X,Giveaway,2024-01-25,2024-01-21,7127.0,28429,112330,8.75,6.19,334,2.6,Europe
CM4288,Influencer_Zane,TikTok,Giveaway,2024-09-29,2024-10-08,1075.0,698706,822145,9.87,9.82,731,12.18,Middle East
CM766,Influencer_Sophia,Facebook,Brand Awareness,2024-09-09,2024-09-06,1438.0,744106,797566,8.9,9.36,983,24.34,North America
CM4573,Influencer_Zane,INSTAGRAM,Giveaway,2024-08-12,2024-08-06,4365.0,999573,1040123,7.93,2.88,255,8.01,Middle East
CM1987,Influencer_Ethan,Facebook,Affiliate,2024-05-12,2024-05-19,3510.0,140906,230279,3.71,4.75,103,7.27,SEA
CM3366,Influencer_Zane,Facebook,Giveaway,2024-11-14,2024-11-09,3189.0,799086,910169,4.07,1.7,408,18.9,Middle East
CM380,Influencer_Aarav,INSTAGRAM,Brand Awareness,2024-06-04,2024-06-18,6358.0,669130,839938,6.1,0.92,241,30.67,India
CM1819,Influencer_Liam,Facebook,Brand Awareness,2024-08-12,2024-08-15,8107.0,565719,628033,1.18,5.58,291,20.98,SEA
CM3047,Influencer_Zane,instagram,Giveaway,2024-11-08,2024-11-08,,918336,948958,1.57,14.2,547,1.67,SEA
CM4555,Influencer_Olivia,INSTAGRAM,Brand Awareness,2024-01-28,2024-02-12,8825.0,830984,938799,1.08,0.44,81,5.19,Middle East
CM999,Influencer_Riya,Instagram,Product Launch,2024-01-17,2024-01-20,1010.0,184097,336995,9.97,0.49,936,,Europe
CM5098,Influencer_Ethan,TikTok,Brand Awareness,2024-07-17,2024-07-26,7763.0,753644,903506,2.9,2.68,477,10.54,Europe
CM860,Influencer_Sophia,Facebook,Brand Awareness,2024-12-17,2024-12-12,3453.0,475381,663606,8.22,4.68,221,17.82,India
CM2006,Influencer_Ethan,instagram,Giveaway,2024-01-24,2024-02-04,7936.0,499750,690718,7.31,8.69,512,-8.11,SEA
CM4142,Influencer_Mia,Facebook,Giveaway,2024-04-08,2024-04-07,8920.0,66355,98447,6.3,9.45,222,52.87,North America
CM3923,Influencer_Aarav,TikTok,Affiliate,2024-05-18,2024-05-15,3160.0,875977,1067008,1.08,5.44,669,8.49,India
CM4238,Influencer_Olivia,TikTok,Product Launch,2024-11-12,2024-11-27,4001.0,322471,422176,8.52,10.95,697,57.1,North America
CM3918,Influencer_Noah,X,Product Launch,2024-09-05,2024-09-08,3555.0,126074,243686,5.49,1.34,661,8.82,Middle East
CM4400,Influencer_Zane,TikTok,Brand Awareness,2024-02-09,2024-02-28,1905.0,208733,307349,5.17,11.49,678,-8.57,SEA
CM2693,Influencer_Noah,X,Affiliate,2024-12-24,2024-12-26,4574.0,536425,720759,7.41,9.97,538,20.77,SEA
CM4264,Influencer_Ethan,INSTAGRAM,Affiliate,2024-10-14,2024-10-05,5707.0,586760,738003,2.21,10.26,485,19.54,Middle East
CM3131,Influencer_Liam,TikTok,Product Launch,2024-11-15,2024-11-08,1988.0,163008,299149,1.69,2.19,529,43.91,Europe
CM3679,Influencer_Zane,Instagram,Brand Awareness,2024-03-11,2024-03-17,8628.0,397490,504551,3.63,9.17,859,28.2,SEA
CM2932,Influencer_Ava,Facebook,Product Launch,2024-08-03,2024-08-16,672.0,808864,966116,0.73,6.6,181,39.75,Europe
CM3572,Influencer_Olivia,Facebook,Product Launch,2024-10-24,2024-10-20,6944.0,624426,818561,6.42,6.33,125,2.68,SEA
CM237,Influencer_Riya,YouTube,Affiliate,2024-03-14,2024-03-09,6043.0,760401,869494,5.14,11.76,606,6.52,Middle East
CM2280,Influencer_Olivia,Facebook,Product Launch,2024-02-25,2024-03-14,9827.0,178367,369492,4.15,13.17,621,47.3,SEA
CM2228,Influencer_Noah,Instagram,Brand Awareness,2024-02-01,2024-02-14,2491.0,630036,765754,4.6,11.54,563,53.93,Middle East
CM3277,Influencer_Ava,X,Brand Awareness,2024-03-29,2024-03-23,5658.0,954453,1023420,0.56,0.32,816,-7.02,North America
CM4603,Influencer_Noah,X,Giveaway,2024-11-04,2024-11-09,2806.0,963192,1120192,4.8,12.68,446,35.12,India
CM4361,Influencer_Zane,Facebook,Giveaway,2024-07-08,2024-07-27,6356.0,112045,192934,3.79,1.04,321,-1.04,North America
CM4444,Influencer_Noah,Facebook,Brand Awareness,2024-02-28,2024-03-07,1040.0,687920,794271,5.59,2.77,503,48.14,Middle East
CM1431,Influencer_Olivia,Instagram,Brand Awareness,2024-01-06,2024-01-08,1936.0,260595,302699,4.4,0.35,144,32.04,Middle East
CM2117,Influencer_Mia,Instagram,Affiliate,2024-03-11,2024-03-06,5671.0,388581,507017,1.43,1.59,945,17.94,Middle East
CM2582,Influencer_Liam,YouTube,Affiliate,2024-07-04,2024-06-30,4093.0,811872,961902,,0.99,833,52.44,Europe
CM1458,Influencer_Aarav,Facebook,Giveaway,2024-07-08,2024-06-28,4818.0,991739,1147664,5.42,4.98,316,33.15,Middle East
CM1429,Influencer_Noah,Facebook,Affiliate,2024-12-18,2024-12-27,6269.0,522827,570887,3.08,11.66,454,53.38,India
CM2250,Influencer_Aarav,INSTAGRAM,Giveaway,2024-11-08,2024-11-17,1123.0,831822,841474,4.95,5.29,535,-4.49,India
CM2222,Influencer_Sophia,YouTube,Affiliate,2024-10-04,2024-10-09,9435.0,536212,564845,0.82,5.54,99,,SEA
CM4081,Influencer_Noah,Instagram,Product Launch,2024-11-01,2024-11-03,8250.0,750567,830997,3.23,6.39,105,,India
CM1352,Influencer_Sophia,INSTAGRAM,Brand Awareness,2024-12-24,2024-12-26,6936.0,113315,215528,3.29,11.7,828,2.32,Middle East
CM3378,Influencer_Aarav,instagram,Affiliate,2024-12-12,2024-12-24,7121.0,572693,675488,,3.5,815,31.8,SEA
CM3474,Influencer_Zane,INSTAGRAM,Giveaway,2024-06-11,2024-06-08,7958.0,994427,1124527,9.86,8.51,49,38.8,SEA
CM2914,Influencer_Ava,instagram,Product Launch,2024-02-29,2024-02-20,2082.0,251714,300224,5.1,7.79,822,54.65,India
CM1948,Influencer_Ethan,Facebook,Product Launch,2024-11-09,2024-11-18,4866.0,6351,83654,8.55,12.38,683,49.88,Middle East
CM3137,Influencer_Ethan,instagram,Brand Awareness,2024-10-19,2024-10-11,6396.0,677002,696159,6.72,7.5,356,39.6,India
CM488,Influencer_Ava,Facebook,Giveaway,2024-11-13,2024-11-30,7587.0,748235,898872,4.46,12.39,141,15.37,India
CM335,Influencer_Liam,TikTok,Product Launch,2024-08-13,2024-08-17,6309.0,869997,1053629,1.35,12.25,254,52.22,SEA
CM1177,Influencer_Olivia,X,Product Launch,2024-08-13,2024-08-05,3258.0,142981,319441,7.23,1.57,290,0.35,North America
CM2084,Influencer_Aarav,X,Giveaway,2024-10-12,2024-10-08,9792.0,425446,478660,0.98,7.59,797,28.89,India
CM4463,Influencer_Riya,Facebook,Giveaway,2024-07-25,2024-07-25,8046.0,660077,679417,8.04,14.84,56,20.82,India
CM4062,Influencer_Riya,Facebook,Giveaway,2024-05-04,2024-05-11,8107.0,256333,453065,9.77,10.27,877,54.1,Europe
CM870,Influencer_Zane,Instagram,Affiliate,2024-09-25,2024-09-27,7223.0,665576,755546,8.73,3.24,442,30.7,SEA
CM2265,Influencer_Ava,YouTube,Giveaway,2024-04-20,2024-04-27,,162361,297951,4.51,14.18,175,41.99,Europe
CM773,Influencer_Zane,Instagram,Affiliate,2024-05-20,2024-05-14,9462.0,595495,635710,8.25,3.41,614,36.95,North America
CM349,Influencer_Riya,instagram,Affiliate,2024-11-30,2024-12-02,5584.0,451968,508355,8.64,10.52,770,13.78,India
CM1674,Influencer_Aarav,INSTAGRAM,Product Launch,2024-04-13,2024-04-26,8095.0,912439,1091489,2.28,9.38,488,44.51,Europe
CM3519,Influencer_Ava,Facebook,Giveaway,2024-11-05,2024-11-09,3676.0,516214,587602,8.39,5.08,825,24.62,SEA
CM2181,Influencer_Sophia,X,Giveaway,2024-05-12,2024-05-23,,13202,89709,7.36,7.62,62,-7.49,North America
CM1923,Influencer_Mia,INSTAGRAM,Product Launch,2024-12-11,2024-12-28,5789.0,67572,120669,5.02,8.23,677,35.09,SEA
CM816,Influencer_Ava,Instagram,Affiliate,2024-12-24,2025-01-12,2013.0,747201,768846,5.89,5.68,648,17.31,Middle East
CM4912,Influencer_Olivia,TikTok,Brand Awareness,2024-01-28,2024-01-31,3841.0,973666,1073882,1.85,7.2,190,51.17,SEA
CM2148,Influencer_Mia,instagram,Giveaway,2024-07-22,2024-07-20,669.0,384703,429109,8.48,8.47,401,16.39,Middle East
CM4278,Influencer_Olivia,INSTAGRAM,Product Launch,2024-07-15,2024-07-30,9605.0,231394,285886,6.29,7.5,710,26.79,North America
CM2824,Influencer_Sophia,instagram,Affiliate,2024-11-20,2024-12-09,9111.0,810281,961635,2.3,0.95,951,11.71,Europe
CM4760,Influencer_Mia,instagram,Giveaway,2024-03-23,2024-03-23,1787.0,912739,1076296,7.7,4.64,158,9.83,Middle East
CM1560,Influencer_Olivia,TikTok,Giveaway,2024-04-23,2024-05-04,5523.0,396982,545290,8.11,4.33,640,10.79,India
CM1768,Influencer_Olivia,Facebook,Affiliate,2024-12-09,2024-12-19,5939.0,4991,145948,0.71,4.46,596,29.13,India
CM2856,Influencer_Liam,INSTAGRAM,Giveaway,2024-02-29,2024-02-23,,310065,325902,0.59,10.26,722,12.35,Europe
CM2100,Influencer_Ethan,Facebook,Brand Awareness,2024-02-02,2024-01-28,2433.0,377968,535619,9.44,12.54,443,46.87,Europe
CM504,Influencer_Sophia,X,Giveaway,2024-10-28,2024-10-24,7458.0,326397,521439,1.1,7.7,153,46.03,India
CM484,Influencer_Riya,instagram,Affiliate,2024-06-03,2024-06-02,8761.0,755936,884914,4.75,11.67,887,-9.93,SEA
CM4731,Influencer_Sophia,Facebook,Affiliate,2024-11-14,2024-12-01,9247.0,209343,261887,1.01,2.41,119,13.4,Europe
CM2252,Influencer_Zane,TikTok,Affiliate,2024-11-25,2024-12-12,,589175,751777,2.01,4.51,921,-8.92,SEA
CM1733,Influencer_Zane,X,Brand Awareness,2024-06-28,2024-06-19,4300.0,577587,773134,9.58,8.9,625,21.07,India
CM4825,Influencer_Noah,instagram,Giveaway,2024-04-05,2024-03-26,2536.0,366890,494297,9.75,4.56,429,-2.93,Europe
CM4025,Influencer_Riya,YouTube,Product Launch,2024-05-04,2024-05-05,1089.0,935364,954498,4.92,5.05,245,15.48,SEA
CM4258,Influencer_Noah,INSTAGRAM,Affiliate,2024-04-30,2024-05-09,695.0,75210,84198,4.82,2.63,605,54.94,Europe
CM323,Influencer_Noah,Instagram,Affiliate,2024-04-25,2024-04-20,2465.0,639451,700318,3.27,2.18,710,38.27,SEA
CM2293,Influencer_Zane,TikTok,Product Launch,2024-05-23,2024-05-19,1473.0,713717,822874,4.19,8.32,640,27.82,SEA
CM3236,Influencer_Sophia,X,Affiliate,2024-03-02,2024-03-16,2400.0,715335,744906,,12.99,343,54.44,SEA
CM4569,Influencer_Noah,Instagram,Giveaway,2024-10-07,2024-10-26,3459.0,686671,861982,2.27,14.74,110,20.86,Middle East
CM1924,Influencer_Liam,X,Brand Awareness,2024-02-20,2024-03-01,,982640,1103709,6.09,3.14,72,29.5,Middle East
CM4840,Influencer_Ethan,YouTube,Brand Awareness,2024-07-13,2024-07-29,7192.0,184557,360387,3.64,10.71,142,10.38,North America
CM897,Influencer_Olivia,Facebook,Affiliate,2024-09-03,2024-09-12,6837.0,797728,980536,3.59,13.92,504,57.3,SEA
CM2971,Influencer_Noah,Instagram,Product Launch,2024-03-28,2024-03-29,1089.0,60596,231386,4.69,9.4,877,6.24,North America
CM109,Influencer_Liam,TikTok,Giveaway,2024-03-02,2024-03-12,4815.0,338180,533082,4.24,14.07,525,24.69,North America
CM2044,Influencer_Sophia,Instagram,Brand Awareness,2024-11-03,2024-11-02,8941.0,613026,793741,7.72,12.63,106,-2.11,SEA
CM1938,Influencer_Riya,instagram,Giveaway,2024-09-24,2024-10-03,7459.0,275198,354603,8.76,5.65,799,-3.86,India
CM355,Influencer_Zane,Instagram,Affiliate,2024-02-21,2024-03-11,5297.0,621716,738571,6.98,10.54,891,30.45,Middle East
CM4585,Influencer_Mia,TikTok,Giveaway,2024-02-24,2024-02-28,6709.0,209343,276794,2.8,14.65,445,12.9,Middle East
CM4747,Influencer_Sophia,TikTok,Affiliate,2024-01-02,2024-01-11,1660.0,433795,608046,,11.1,663,24.43,North America
CM1681,Influencer_Liam,X,Product Launch,2024-04-22,2024-04-16,705.0,12955,185611,2.79,7.48,900,58.08,North America
CM3056,Influencer_Ava,TikTok,Brand Awareness,2024-12-07,2024-12-08,8502.0,459480,530739,1.42,5.8,517,11.32,Europe
CM1024,Influencer_Liam,instagram,Brand Awareness,2024-01-31,2024-02-19,7677.0,225458,271505,6.6,6.39,56,3.23,North America
CM4667,Influencer_Ava,instagram,Product Launch,2024-03-09,2024-03-11,9498.0,841350,931434,8.2,1.66,414,36.84,Europe
CM2608,Influencer_Ava,TikTok,Product Launch,2024-12-11,2024-12-29,5852.0,51785,127459,5.75,6.6,382,26.32,Middle East
CM3875,Influencer_Zane,TikTok,Brand Awareness,2024-06-06,2024-05-31,3477.0,600612,700587,8.67,7.62,741,28.64,India
CM4236,Influencer_Liam,INSTAGRAM,Brand Awareness,2024-09-24,2024-09-24,8943.0,302984,309708,7.22,4.22,332,10.82,India
CM2879,Influencer_Olivia,TikTok,Product Launch,2024-09-13,2024-09-03,7284.0,302269,318585,2.69,3.38,46,-8.87,Europe
CM639,Influencer_Ethan,INSTAGRAM,Giveaway,2024-11-09,2024-11-08,8511.0,636754,778038,3.13,13.51,867,52.41,India
CM2845,Influencer_Ethan,Facebook,Brand Awareness,2024-09-30,2024-10-15,2067.0,748424,754916,1.9,14.09,270,43.8,SEA
CM4737,Influencer_Sophia,TikTok,Product Launch,2024-02-12,2024-02-19,2895.0,236430,252663,8.63,4.6,996,34.78,North America
CM4810,Influencer_Olivia,instagram,Brand Awareness,2024-03-12,2024-03-06,4682.0,662311,767028,10.0,6.03,324,46.48,SEA
CM1245,Influencer_Noah,TikTok,Affiliate,2024-04-27,2024-04-29,,3590,125044,2.35,2.43,479,19.78,SEA
CM4568,Influencer_Olivia,INSTAGRAM,Affiliate,2024-12-13,2024-12-28,7804.0,504015,563031,1.32,4.45,661,36.01,North America
CM767,Influencer_Ava,Instagram,Affiliate,2024-10-12,2024-10-02,4801.0,966177,1077980,5.67,10.94,13,-1.81,Middle East
CM3119,Influencer_Noah,YouTube,Giveaway,2024-06-29,2024-06-19,9349.0,180508,233741,3.27,2.11,297,41.55,North America
CM457,Influencer_Olivia,Instagram,Affiliate,2024-02-18,2024-02-24,,296868,458974,6.08,6.22,263,45.53,Europe
CM2931,Influencer_Aarav,X,Product Launch,2024-03-09,2024-03-19,9641.0,856404,933449,6.78,9.72,216,34.47,India
CM2883,Influencer_Zane,YouTube,Giveaway,2024-07-05,2024-06-30,7719.0,477966,481902,9.42,1.09,811,23.3,North America
CM1453,Influencer_Sophia,Facebook,Brand Awareness,2024-03-24,2024-03-26,8775.0,599671,788371,3.91,5.1,24,36.45,North America
CM570,Influencer_Riya,X,Product Launch,2024-04-12,2024-04-09,6829.0,298214,326262,2.63,3.21,948,46.8,Middle East
CM2803,Influencer_Liam,Instagram,Product Launch,2024-06-17,2024-06-15,5007.0,26261,123480,9.48,7.82,827,51.57,North America
CM3430,Influencer_Zane,INSTAGRAM,Brand Awareness,2024-12-07,2024-12-10,,777654,799211,6.49,14.58,814,39.6,SEA
CM3737,Influencer_Mia,X,Affiliate,2024-08-21,2024-08-27,5887.0,942015,961988,9.38,8.44,99,19.04,Middle East
CM1496,Influencer_Zane,X,Giveaway,2024-04-30,2024-05-18,2397.0,58940,177396,4.82,8.72,486,,SEA
CM3684,Influencer_Aarav,INSTAGRAM,Giveaway,2024-03-16,2024-03-12,6770.0,731264,881692,7.15,4.77,914,33.08,SEA
CM4725,Influencer_Ava,Instagram,Giveaway,2024-07-14,2024-07-30,4325.0,823299,835070,6.23,1.23,339,-9.61,SEA
CM3476,Influencer_Olivia,YouTube,Giveaway,2024-08-19,2024-08-18,3979.0,572960,620283,3.84,6.14,122,31.52,SEA
CM1356,Influencer_Zane,X,Product Launch,2024-12-29,2025-01-11,2567.0,674298,702157,1.09,6.49,797,18.36,North America
CM3612,Influencer_Olivia,X,Brand Awareness,2024-07-20,2024-07-29,4222.0,608176,659803,1.19,7.88,602,10.14,SEA
CM1350,Influencer_Olivia,TikTok,Brand Awareness,2024-04-01,2024-03-30,6393.0,207796,319957,6.66,7.85,585,2.17,Europe
CM5054,Influencer_Mia,Instagram,Product Launch,2024-01-29,2024-02-16,4022.0,553303,599472,7.2,0.45,803,42.74,India
CM4398,Influencer_Mia,TikTok,Giveaway,2024-05-31,2024-05-28,886.0,298555,477515,1.08,5.8,136,,SEA
CM3384,Influencer_Aarav,Facebook,Affiliate,2024-09-24,2024-09-27,2381.0,194540,232519,7.41,9.5,177,9.12,SEA
CM3033,Influencer_Aarav,Facebook,Product Launch,2024-12-21,2025-01-07,6720.0,146942,209491,5.23,14.51,563,36.76,India
CM4275,Influencer_Riya,X,Brand Awareness,2024-11-17,2024-11-13,2359.0,4608,10998,3.8,3.93,392,-0.71,Middle East
CM1952,Influencer_Zane,INSTAGRAM,Brand Awareness,2024-05-07,2024-05-05,7048.0,105720,162918,2.49,8.69,295,26.02,Europe
CM4003,Influencer_Liam,Facebook,Brand Awareness,2024-10-05,2024-10-14,6125.0,744708,780936,7.85,9.63,388,41.5,SEA
CM2205,Influencer_Olivia,X,Product Launch,2024-07-15,2024-07-20,7461.0,773112,785437,1.88,13.41,546,42.06,North America
CM233,Influencer_Noah,TikTok,Affiliate,2024-12-22,2024-12-27,3623.0,373027,377399,9.76,6.01,677,11.58,Europe
CM1028,Influencer_Olivia,Facebook,Affiliate,2024-04-14,2024-04-25,2121.0,986452,1021934,8.64,2.31,365,25.12,North America
CM923,Influencer_Ethan,Facebook,Giveaway,2024-02-03,2024-02-20,8776.0,311613,483187,1.19,14.32,998,22.45,SEA
CM5018,Influencer_Ava,instagram,Giveaway,2024-02-16,2024-03-04,2045.0,918928,995756,8.42,9.13,485,27.42,North America
CM1631,Influencer_Ethan,instagram,Giveaway,2024-12-10,2024-12-04,5737.0,235068,305619,4.02,5.09,632,22.98,Middle East
CM1314,Influencer_Aarav,X,Product Launch,2024-02-13,2024-02-12,4645.0,651178,681697,9.77,8.63,317,8.87,SEA
CM604,Influencer_Noah,Facebook,Brand Awareness,2024-11-20,2024-11-24,3536.0,293592,321513,4.22,13.81,69,-7.38,Europe
CM4385,Influencer_Ava,Instagram,Affiliate,2024-12-08,2024-12-04,5399.0,661951,794808,2.83,5.14,768,54.14,Middle East
CM2096,Influencer_Riya,Facebook,Affiliate,2024-09-09,2024-09-24,1700.0,358659,443829,8.97,14.47,526,31.29,Middle East
CM3172,Influencer_Noah,Facebook,Affiliate,2024-02-13,2024-02-09,3977.0,281151,420920,0.92,9.31,300,13.08,Europe
CM2058,Influencer_Riya,INSTAGRAM,Product Launch,2024-05-29,2024-05-27,2425.0,997463,1146741,4.32,13.26,270,11.75,North America
CM1484,Influencer_Riya,TikTok,Brand Awareness,2024-08-08,2024-08-05,3879.0,258061,280355,3.91,1.84,509,42.2,India
CM994,Influencer_Sophia,Instagram,Giveaway,2024-12-27,2024-12-26,2396.0,585947,783970,9.1,1.29,870,45.3,Europe
CM555,Influencer_Mia,TikTok,Giveaway,2024-05-04,2024-05-14,1808.0,294339,370943,5.94,13.26,644,29.81,India
CM4878,Influencer_Ethan,Facebook,Affiliate,2024-07-05,2024-07-02,6563.0,426377,483813,9.73,9.46,258,59.89,SEA
CM3809,Influencer_Ava,Facebook,Brand Awareness,2024-07-19,2024-07-28,8608.0,931167,1128102,4.43,3.27,237,39.94,India
CM4859,Influencer_Ava,instagram,Brand Awareness,2024-09-06,2024-09-16,1409.0,21180,42254,0.54,3.57,691,40.98,North America
CM4368,Influencer_Zane,YouTube,Giveaway,2024-05-29,2024-06-01,4613.0,538831,701270,4.49,11.68,763,2.49,North America
CM3622,Influencer_Ethan,INSTAGRAM,Giveaway,2024-08-15,2024-08-12,3175.0,999091,1016039,,7.38,700,40.83,SEA
CM4234,Influencer_Mia,Instagram,Product Launch,2024-07-29,2024-08-05,3415.0,840651,920680,7.71,12.2,519,-1.31,SEA
CM3702,Influencer_Ethan,Instagram,Product Launch,2024-03-02,2024-03-05,3705.0,560178,607471,7.54,11.87,829,-2.25,India
CM813,Influencer_Riya,Facebook,Affiliate,2024-10-24,2024-10-23,5948.0,965250,1020595,1.91,0.63,334,32.86,Middle East
CM4286,Influencer_Aarav,YouTube,Affiliate,2024-06-02,2024-06-21,9715.0,849928,978561,1.68,9.15,217,48.89,India
CM2314,Influencer_Ethan,Facebook,Product Launch,2024-11-26,2024-11-30,,980249,1164080,5.67,4.22,444,-5.35,SEA
CM3023,Influencer_Noah,X,Brand Awareness,2024-08-15,2024-08-23,2811.0,732520,794921,1.04,5.88,607,6.54,North America
CM1910,Influencer_Ava,Instagram,Affiliate,2024-06-03,2024-06-09,2693.0,755518,883268,5.24,14.27,501,41.13,Middle East
CM3586,Influencer_Ava,Facebook,Affiliate,2024-12-03,2024-12-18,3099.0,465657,607578,3.89,11.62,288,54.17,Europe
CM3241,Influencer_Sophia,YouTube,Affiliate,2024-08-21,2024-09-06,2829.0,193535,325179,6.44,4.15,671,7.11,North America
CM1927,Influencer_Sophia,Instagram,Brand Awareness,2024-12-23,2024-12-16,7154.0,87700,142291,6.59,5.04,200,38.02,Europe
CM1255,Influencer_Ethan,Facebook,Brand Awareness,2024-01-21,2024-01-30,6985.0,39131,214317,,10.48,858,41.15,SEA
CM1424,Influencer_Liam,X,Affiliate,2024-08-23,2024-08-28,3614.0,455681,610200,,3.8,251,-2.94,North America
CM4412,Influencer_Zane,Facebook,Product Launch,2024-01-17,2024-01-21,4531.0,698063,873420,6.95,5.13,335,3.46,North America
CM610,Influencer_Zane,Facebook,Affiliate,2024-11-10,2024-11-21,1710.0,176657,191660,1.81,7.07,897,-1.14,SEA
CM1780,Influencer_Olivia,instagram,Brand Awareness,2024-03-15,2024-03-05,,393938,519444,9.26,6.79,954,53.91,India
CM599,Influencer_Olivia,instagram,Product Launch,2024-11-30,2024-11-25,2269.0,159554,245612,1.28,1.07,13,44.84,SEA
CM4775,Influencer_Olivia,Instagram,Giveaway,2024-07-29,2024-07-20,1546.0,473374,591359,8.48,0.83,130,29.74,SEA
CM1956,Influencer_Sophia,instagram,Affiliate,2024-09-22,2024-10-09,7087.0,521751,571305,4.33,9.11,213,48.13,Middle East
CM1488,Influencer_Riya,instagram,Giveaway,2024-07-23,2024-07-15,8304.0,174703,311199,7.45,1.2,367,3.13,North America
CM3819,Influencer_Ethan,Instagram,Giveaway,2024-03-21,2024-03-21,2237.0,22169,40659,,3.42,160,48.23,Middle East
CM2486,Influencer_Zane,TikTok,Brand Awareness,2024-12-26,2024-12-18,9222.0,851804,980791,3.47,5.07,129,9.13,North America
CM3336,Influencer_Zane,Instagram,Giveaway,2024-02-02,2024-02-09,6644.0,907279,1059461,2.12,2.97,566,32.59,Middle East
CM1640,Influencer_Aarav,Facebook,Brand Awareness,2024-08-17,2024-08-10,5280.0,653524,844132,5.29,5.75,457,-9.79,North America
CM1317,Influencer_Aarav,YouTube,Affiliate,2024-12-28,2024-12-21,5730.0,370322,427203,7.37,2.17,926,47.52,North America
CM2781,Influencer_Noah,TikTok,Affiliate,2024-03-29,2024-03-21,7187.0,141401,152043,5.54,14.15,33,5.88,North America
CM3093,Influencer_Riya,INSTAGRAM,Product Launch,2024-11-09,2024-11-22,1317.0,464069,605359,1.86,8.82,753,14.91,Middle East
CM1291,Influencer_Ava,Instagram,Brand Awareness,2024-05-14,2024-05-21,926.0,722841,874231,3.31,5.23,880,0.05,India
CM1642,Influencer_Olivia,Instagram,Giveaway,2024-09-05,2024-09-02,2733.0,41376,129576,6.79,14.9,452,31.34,SEA
CM3401,Influencer_Ethan,TikTok,Brand Awareness,2024-03-07,2024-03-16,6002.0,291429,315733,9.68,3.44,543,26.94,North America
CM3424,Influencer_Riya,YouTube,Product Launch,2024-02-18,2024-02-28,3888.0,892581,956975,4.73,3.37,420,-3.47,Middle East
CM2639,Influencer_Aarav,Facebook,Brand Awareness,2024-08-18,2024-08-27,9636.0,569225,645291,4.95,2.42,437,19.1,Europe
CM1053,Influencer_Aarav,YouTube,Affiliate,2024-01-13,2024-01-18,4797.0,271244,356627,1.25,1.09,616,46.44,India
CM4430,Influencer_Ethan,Instagram,Affiliate,2024-09-28,2024-10-12,4818.0,152117,304191,5.51,6.16,490,23.52,Middle East
CM832,Influencer_Mia,YouTube,Product Launch,2024-11-08,2024-11-21,6469.0,148683,160901,1.01,1.07,735,35.96,India
CM1256,Influencer_Zane,instagram,Product Launch,2024-06-19,2024-06-10,1942.0,176965,183421,1.89,8.7,195,58.49,North America
CM3394,Influencer_Liam,X,Affiliate,2024-12-12,2024-12-24,1699.0,290112,307298,7.41,11.27,349,38.05,North America
CM3082,Influencer_Liam,TikTok,Giveaway,2024-02-19,2024-02-16,4076.0,103756,216611,,8.74,586,-1.12,SEA
CM2256,Influencer_Mia,Instagram,Brand Awareness,2024-04-24,2024-05-09,9852.0,881751,963017,2.21,6.09,340,42.5,Europe
CM1162,Influencer_Ava,Facebook,Affiliate,2024-10-23,2024-10-16,1288.0,830308,867238,9.49,11.6,267,3.61,India
CM2716,Influencer_Liam,INSTAGRAM,Product Launch,2024-12-30,2024-12-22,2435.0,391014,478898,1.38,0.51,288,34.61,Europe
CM1267,Influencer_Liam,instagram,Giveaway,2024-09-16,2024-09-21,3694.0,932324,1099667,1.71,13.95,896,33.64,Europe
CM3322,Influencer_Zane,YouTube,Brand Awareness,2024-02-28,2024-02-23,8830.0,356923,380397,0.72,11.19,965,46.98,Middle East
CM3736,Influencer_Riya,INSTAGRAM,Product Launch,2024-03-20,2024-03-28,5717.0,623260,692369,6.27,6.99,914,52.2,India
CM3038,Influencer_Liam,Instagram,Affiliate,2024-05-16,2024-06-02,3225.0,878163,1003130,0.97,2.94,823,49.07,India
CM4591,Influencer_Sophia,Facebook,Affiliate,2024-03-28,2024-04-16,825.0,180869,279845,7.45,12.36,279,6.0,India
CM3240,Influencer_Ava,YouTube,Giveaway,2024-11-16,2024-11-27,2212.0,878714,978605,8.76,7.71,963,29.17,India
CM243,Influencer_Olivia,YouTube,Affiliate,2024-05-24,2024-06-06,5860.0,754789,815906,8.62,0.89,354,,India
CM3677,Influencer_Aarav,Instagram,Affiliate,2024-08-13,2024-08-04,4443.0,142072,208092,5.33,1.33,349,48.05,India
CM2882,Influencer_Ethan,TikTok,Product Launch,2024-03-14,2024-03-08,6240.0,826535,932899,8.66,0.99,794,40.47,Europe
CM817,Influencer_Ethan,X,Brand Awareness,2024-12-19,2024-12-14,9594.0,717743,737151,5.4,14.49,428,48.64,SEA
CM1919,Influencer_Aarav,Facebook,Affiliate,2024-03-28,2024-04-04,9592.0,139161,141368,8.65,11.7,106,1.93,SEA
