Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM3633,133,Affiliate,2024-09-09,2024-09-15,1615.0,200841,223367,5.26,0.97,196,26.6
CM4629,315,Giveaway,2024-01-13,2024-01-08,2580.0,380015,460441,5.88,9.12,908,9.32
CM3549,336,Product Launch,2024-11-26,2024-11-16,6725.0,994381,1046288,5.52,4.03,74,10.89
CM703,341,Giveaway,2024-03-14,2024-03-14,1423.0,812062,824674,3.8,14.08,501,53.72
CM3156,278,Affiliate,2024-02-10,2024-02-12,5801.0,8344,11188,1.23,4.11,666,31.98
CM4994,256,Brand Awareness,2024-01-23,2024-01-24,6920.0,481420,573261,5.17,1.48,407,31.98
CM226,258,Giveaway,2024-11-09,2024-11-11,4525.0,949941,1043629,7.62,14.91,256,15.69
CM3976,339,Brand Awareness,2024-01-26,2024-02-02,2703.0,837131,1031473,6.23,12.26,961,44.56
CM3035,349,Affiliate,2024-06-16,2024-06-09,9826.0,675660,705190,4.93,2.48,140,1.57
CM3631,319,Affiliate,2024-10-28,2024-11-08,9648.0,291604,382766,4.54,7.71,145,-9.15
CM2830,256,Giveaway,2024-09-05,2024-09-11,879.0,816462,819184,2.01,3.38,711,21.27
CM927,260,Affiliate,2024-04-29,2024-05-16,3620.0,571073,702374,7.73,5.27,911,33.02
CM1739,330,Giveaway,2024-11-22,2024-12-01,1650.0,902174,912085,5.95,9.23,792,48.51
CM1084,306,Brand Awareness,2024-05-16,2024-05-07,7043.0,141089,256665,4.82,10.65,486,28.47
CM3381,203,Brand Awareness,2024-11-23,2024-12-01,4935.0,256516,291457,5.27,11.14,43,48.8
CM5022,137,Affiliate,2024-12-13,2024-12-15,6002.0,626497,666179,4.34,13.81,516,14.69
CM2288,157,Brand Awareness,2024-02-16,2024-02-07,,532873,660391,8.25,6.71,465,31.06
CM4853,256,Product Launch,2024-04-29,2024-04-19,4180.0,158333,256121,6.44,13.45,826,30.55
CM2543,218,Giveaway,2024-12-30,2024-12-21,9871.0,357979,438931,4.3,14.7,188,24.52
CM462,306,Brand Awareness,2024-12-11,2024-12-05,3857.0,405862,423165,7.32,4.69,892,40.44
CM2449,315,Giveaway,2024-06-05,2024-05-30,9782.0,793415,827705,3.46,4.54,152,49.88
CM445,211,Product Launch,2024-05-05,2024-04-29,9575.0,338060,423826,2.05,6.03,565,37.83
CM914,336,Affiliate,2024-07-01,2024-07-18,6490.0,404460,508137,3.8,4.12,581,13.4
CM3305,344,Affiliate,2024-06-14,2024-06-24,5946.0,531122,710070,2.91,5.38,307,-6.05
CM4390,345,Giveaway,2024-12-12,2024-12-15,2822.0,269260,283895,4.48,12.19,522,30.32
CM5042,327,Giveaway,2024-09-17,2024-10-06,6488.0,439115,508424,1.53,0.4,833,42.28
CM3425,279,Brand Awareness,2024-07-19,2024-08-01,1495.0,172503,178838,9.15,11.64,130,23.12
CM4206,268,Brand Awareness,2024-03-20,2024-03-24,8219.0,778104,971363,6.13,10.72,727,-7.25
CM2216,297,Product Launch,2024-09-21,2024-10-06,9729.0,686644,797440,7.01,4.88,41,53.43
CM1934,133,Product Launch,2024-10-28,2024-10-30,9775.0,901425,1004756,2.73,8.53,344,42.24
CM893,305,Affiliate,2024-05-25,2024-06-07,2298.0,947152,1008813,7.25,12.33,326,39.29
CM425,314,Affiliate,2024-08-10,2024-08-20,3304.0,840894,874697,,1.59,974,49.99
CM2774,279,Brand Awareness,2024-09-14,2024-09-23,677.0,741741,899358,6.0,3.58,204,34.03
CM194,225,Giveaway,2024-10-30,2024-11-02,9473.0,385762,530166,0.8,7.0,155,10.19
CM4325,340,Giveaway,2024-12-18,2024-12-31,3989.0,29941,211472,4.52,7.0,808,30.55
CM3856,249,Product Launch,2024-12-23,2024-12-27,5374.0,786932,982537,2.04,14.06,476,26.17
CM2991,323,Affiliate,2024-08-24,2024-08-15,6143.0,764488,774584,8.0,12.77,294,-6.37
CM2471,321,Product Launch,2024-01-08,2024-01-10,1651.0,875325,1056243,1.09,0.23,631,6.33
CM4379,157,Brand Awareness,2024-05-20,2024-05-28,7474.0,599915,635817,4.17,14.54,896,-4.38
CM4670,343,Affiliate,2024-02-26,2024-02-26,2773.0,837960,891640,3.75,7.96,947,-3.36
CM3328,225,Affiliate,2024-01-09,2024-01-13,7374.0,131306,209017,5.79,6.01,152,
CM2953,306,Brand Awareness,2024-06-26,2024-06-22,6346.0,60207,175502,0.9,12.37,584,22.86
CM3012,349,Product Launch,2024-04-26,2024-04-21,8210.0,496241,650585,6.58,5.33,263,-5.12
CM1965,322,Giveaway,2024-11-14,2024-11-12,1105.0,638970,672770,4.21,6.31,790,25.04
CM1957,346,Giveaway,2024-07-06,2024-06-26,7077.0,615865,790971,4.05,0.68,737,21.1
CM2745,302,Product Launch,2024-07-04,2024-07-22,9487.0,304685,417001,2.2,9.99,226,53.01
CM2343,327,Giveaway,2024-08-23,2024-08-28,4403.0,602109,674230,7.71,8.66,771,-5.7
CM2436,336,Affiliate,2024-04-03,2024-03-28,3905.0,614710,694445,5.11,6.27,115,-2.78
CM1050,331,Brand Awareness,2024-01-01,2024-01-08,6801.0,799241,821786,5.41,6.71,662,48.52
CM3168,319,Brand Awareness,2024-06-22,2024-06-18,4301.0,903641,1063656,3.34,1.82,632,11.79
CM1220,346,Product Launch,2024-01-15,2024-01-29,7400.0,872044,928579,,2.52,624,10.32
CM2697,342,Giveaway,2024-08-22,2024-08-12,,951636,1108452,8.12,2.01,560,34.6
CM2304,267,Product Launch,2024-08-17,2024-08-26,8314.0,396085,508195,5.5,14.49,884,19.51
CM519,249,Giveaway,2024-11-22,2024-11-28,7173.0,400256,578451,0.64,2.55,905,24.24
CM1022,329,Affiliate,2024-04-24,2024-05-07,6119.0,194399,205332,1.16,8.63,916,51.04
CM1354,250,Brand Awareness,2024-08-29,2024-09-02,9675.0,874523,1022588,2.54,8.79,834,43.83
CM577,256,Affiliate,2024-04-25,2024-04-29,,905846,959480,,12.43,317,-7.82
CM2135,163,Product Launch,2024-12-14,2024-12-21,5308.0,788424,904561,8.06,12.46,363,47.72
CM1302,203,Brand Awareness,2024-08-16,2024-09-01,9648.0,118278,222675,2.74,2.46,847,39.28
CM2726,328,Giveaway,2024-05-26,2024-05-26,2848.0,478536,603110,6.87,13.25,580,11.06
CM5065,302,Product Launch,2024-01-16,2024-02-02,839.0,167241,262766,6.63,14.31,459,22.31
CM2070,250,Affiliate,2024-01-07,2023-12-29,8115.0,357477,502371,7.1,11.5,174,41.37
CM3210,348,Product Launch,2024-04-05,2024-04-07,5030.0,874586,994662,4.04,12.93,49,33.09
CM4118,273,Product Launch,2024-05-29,2024-06-04,2929.0,993330,1149206,0.98,8.68,329,29.53
CM2251,315,Brand Awareness,2024-06-26,2024-06-25,3656.0,862316,1026617,9.99,6.09,175,-2.53
CM3787,330,Brand Awareness,2024-02-24,2024-03-01,4039.0,861348,1001002,8.61,13.88,532,39.18
CM2097,203,Product Launch,2024-12-09,2024-12-16,2294.0,573772,717523,2.44,12.47,907,30.29
CM4133,346,Giveaway,2024-07-05,2024-07-14,8319.0,204349,317246,3.43,10.03,400,
CM3154,247,Product Launch,2024-07-31,2024-07-24,3991.0,238012,389551,2.41,14.88,869,35.88
CM1348,241,Product Launch,2024-01-07,2024-01-15,7657.0,736351,805849,4.17,5.22,28,12.35
CM2292,317,Affiliate,2024-07-12,2024-07-06,7493.0,286251,303973,2.49,10.24,715,12.45
CM2812,278,Product Launch,2024-09-06,2024-09-16,8355.0,232601,410529,8.04,8.5,665,9.01
CM1092,343,Brand Awareness,2024-08-01,2024-08-15,9467.0,90938,266097,7.6,4.8,576,30.82
CM2290,203,Giveaway,2024-08-04,2024-07-31,6997.0,17838,91420,6.85,9.68,655,11.11
CM3862,256,Brand Awareness,2024-06-19,2024-06-20,7765.0,417786,545053,7.72,10.98,296,36.61
CM3697,347,Affiliate,2024-07-09,2024-07-02,9175.0,166189,338513,6.81,6.92,464,12.34
CM1418,204,Affiliate,2024-07-19,2024-07-25,8183.0,674317,725699,7.46,6.78,229,8.57
CM1963,247,Brand Awareness,2024-11-18,2024-11-08,861.0,140380,319425,6.85,14.73,906,19.62
CM2443,332,Product Launch,2024-02-15,2024-03-05,7058.0,963458,974404,4.17,3.26,379,51.19
CM2549,320,Affiliate,2024-03-03,2024-03-22,6285.0,137659,221835,2.81,6.26,895,58.87
CM2236,349,Brand Awareness,2024-02-22,2024-03-03,3372.0,892580,1028115,8.31,7.9,131,-9.02
CM1165,268,Affiliate,2024-06-01,2024-06-17,6764.0,353832,383876,0.61,4.95,270,49.52
CM1787,320,Brand Awareness,2024-01-16,2024-02-01,5045.0,532834,688671,2.76,3.57,348,-6.91
CM4327,322,Giveaway,2024-05-14,2024-05-10,9562.0,520357,575391,9.92,12.01,453,11.76
CM2721,322,Affiliate,2024-08-10,2024-08-15,9505.0,416844,498039,4.4,14.86,519,28.14
CM177,341,Giveaway,2024-07-19,2024-08-01,9449.0,939202,980987,0.71,6.46,274,8.17
CM2998,344,Giveaway,2024-05-14,2024-05-05,7573.0,288238,457273,5.91,4.05,554,
CM1414,137,Giveaway,2024-09-07,2024-09-09,7147.0,909677,995661,7.96,6.94,66,56.54
CM4608,329,Affiliate,2024-04-24,2024-05-01,3809.0,480129,526028,7.98,7.54,824,44.9
CM972,338,Affiliate,2024-05-31,2024-06-13,2915.0,617149,641414,3.15,10.53,69,41.96
CM3950,335,Brand Awareness,2024-05-10,2024-05-28,9886.0,617196,803083,9.04,8.19,42,40.86
CM5034,343,Affiliate,2024-02-23,2024-03-10,1431.0,544938,698451,,12.18,690,26.87
CM3065,342,Affiliate,2024-10-15,2024-10-25,5364.0,792744,924486,7.13,14.52,545,48.87
CM3491,315,Affiliate,2024-05-22,2024-05-27,737.0,660409,781326,2.48,10.08,572,55.05
CM2660,305,Giveaway,2024-04-28,2024-04-26,9082.0,139741,299466,4.58,3.73,946,36.65
CM904,338,Product Launch,2024-05-19,2024-05-26,1793.0,692145,790158,6.83,7.74,805,23.48
CM2735,271,Brand Awareness,2024-04-01,2024-04-07,9008.0,655593,729242,4.72,5.67,44,29.7
CM3630,299,Giveaway,2024-07-29,2024-07-26,5223.0,329141,497323,1.66,12.41,127,19.77
CM475,279,Affiliate,2024-09-15,2024-10-01,8399.0,960985,1110858,4.74,0.63,152,0.5
CM2008,319,Affiliate,2024-11-06,2024-11-10,7809.0,475547,624960,0.69,8.24,278,
CM4567,324,Brand Awareness,2024-04-14,2024-04-29,9433.0,313683,409615,3.83,11.03,961,38.35
CM4615,336,Brand Awareness,2024-07-10,2024-07-16,2004.0,984596,1182417,3.69,4.93,678,32.03
CM4127,211,Product Launch,2024-11-13,2024-11-13,1448.0,848737,937336,8.07,8.32,459,19.66
CM1704,342,Affiliate,2024-11-10,2024-11-09,1722.0,719800,767478,9.89,6.27,763,-7.14
CM1218,258,Giveaway,2024-04-09,2024-04-04,2149.0,482034,640533,2.01,12.06,135,55.8
CM3777,260,Affiliate,2024-02-04,2024-02-01,4602.0,541993,573375,2.27,2.08,402,24.46
CM3590,319,Product Launch,2024-06-24,2024-07-04,7513.0,575405,748059,2.66,9.55,54,45.57
CM1824,314,Giveaway,2024-01-18,2024-01-23,5409.0,645615,654701,0.99,5.04,412,44.25
CM3058,297,Brand Awareness,2024-03-01,2024-03-07,9876.0,796460,951802,6.05,1.86,49,31.55
CM2094,345,Brand Awareness,2024-03-17,2024-03-17,1833.0,351408,439297,7.88,9.14,297,-6.43
CM4963,340,Affiliate,2024-10-13,2024-10-08,7450.0,779856,814777,8.18,2.45,394,16.87
CM4762,298,Brand Awareness,2024-11-24,2024-12-06,8018.0,639975,665247,3.64,4.82,691,56.74
CM2476,250,Giveaway,2024-11-12,2024-11-15,2542.0,110002,194739,7.61,11.09,363,18.36
CM1442,342,Brand Awareness,2024-07-15,2024-07-16,4231.0,342016,534800,5.63,10.19,575,6.27
CM420,172,Affiliate,2024-04-06,2024-04-23,3546.0,233700,318091,5.12,4.54,874,31.53
CM1719,302,Product Launch,2024-07-22,2024-08-02,2578.0,624194,823177,4.4,14.61,779,58.15
CM3813,344,Brand Awareness,2024-12-14,2024-12-17,9076.0,673979,855398,2.49,2.17,275,
CM2160,278,Giveaway,2024-10-21,2024-10-16,4465.0,662654,796940,9.95,13.58,38,30.42
CM2319,245,Affiliate,2024-11-26,2024-12-10,,138104,202556,0.7,9.17,143,24.96
CM1773,157,Affiliate,2024-06-07,2024-05-31,8189.0,869481,942834,5.63,4.77,579,0.7
CM360,349,Giveaway,2024-05-12,2024-05-08,2879.0,774481,932484,2.77,2.14,381,-8.5
CM4654,320,Giveaway,2024-07-05,2024-07-05,701.0,856150,993821,9.78,12.95,932,10.58
CM2139,268,Affiliate,2024-11-30,2024-12-05,3766.0,886129,1032024,3.14,7.69,473,35.89
CM1001,315,Giveaway,2024-06-16,2024-06-06,2932.0,60938,108717,,10.56,510,35.33
CM3844,273,Brand Awareness,2024-08-23,2024-08-19,,769180,856642,8.27,10.13,660,5.68
CM2126,292,Giveaway,2024-10-31,2024-11-09,9983.0,667415,716410,3.95,5.43,848,12.39
CM4334,319,Brand Awareness,2024-05-04,2024-04-28,4987.0,167835,296996,2.84,0.22,955,11.06
CM2017,157,Brand Awareness,2024-11-16,2024-11-21,3396.0,465137,577278,8.2,11.99,667,9.8
CM1928,323,Product Launch,2024-09-09,2024-09-15,9179.0,58061,197724,0.52,11.39,963,34.81
CM1673,302,Product Launch,2024-11-26,2024-12-08,5770.0,692323,825227,1.19,1.6,679,5.01
CM4630,320,Product Launch,2024-12-12,2024-12-29,1195.0,873231,1051615,8.55,2.29,815,34.59
CM4308,267,Giveaway,2024-06-30,2024-06-20,7478.0,381391,393749,6.53,2.41,836,40.24
CM324,247,Brand Awareness,2024-06-10,2024-06-17,2927.0,95200,99909,0.96,5.9,445,17.06
CM823,335,Product Launch,2024-02-13,2024-02-18,6598.0,465000,566131,0.98,1.52,262,54.91
CM4724,297,Affiliate,2024-03-03,2024-03-15,5458.0,265626,376592,3.72,5.65,648,
CM1241,268,Affiliate,2024-05-18,2024-05-31,5203.0,51650,164439,8.28,10.65,722,59.49
CM2862,342,Giveaway,2024-07-24,2024-08-02,2232.0,22485,206349,4.18,0.81,847,44.28
CM946,292,Affiliate,2024-01-12,2024-01-11,9684.0,171275,286437,6.74,8.46,447,38.07
CM4389,250,Giveaway,2024-03-03,2024-03-06,9935.0,292199,411984,3.88,14.58,690,26.53
CM2651,349,Giveaway,2024-02-27,2024-03-02,6967.0,332095,351357,9.06,0.78,93,53.62
CM3028,172,Giveaway,2024-06-02,2024-05-23,3109.0,798809,927255,4.42,13.47,193,27.7
CM217,320,Product Launch,2024-07-14,2024-07-30,538.0,927231,975106,9.47,10.88,134,18.35
CM745,317,Giveaway,2024-04-01,2024-03-26,3551.0,451967,572914,4.68,2.99,737,41.25
CM103,258,Brand Awareness,2024-10-02,2024-10-05,8847.0,951238,1121958,7.65,6.39,488,45.92
CM4270,313,Brand Awareness,2024-08-14,2024-08-09,8139.0,561881,667073,9.79,10.21,460,35.83
CM567,342,Brand Awareness,2024-07-22,2024-08-08,898.0,503578,573315,5.59,8.19,256,44.04
CM105,157,Brand Awareness,2024-01-17,2024-01-07,7680.0,837978,964091,3.42,4.92,892,14.41
CM1019,298,Product Launch,2024-04-03,2024-04-19,1986.0,102477,205732,9.44,9.79,260,43.08
CM2695,297,Giveaway,2024-03-26,2024-04-05,1406.0,267842,405203,5.03,0.34,505,54.11
CM4424,291,Product Launch,2024-05-13,2024-05-12,8318.0,114585,274734,2.96,1.13,145,33.77
CM1163,256,Giveaway,2024-05-13,2024-05-19,2371.0,119217,292363,5.61,10.49,356,38.6
CM2690,203,Affiliate,2024-03-12,2024-03-05,6418.0,34043,59094,6.38,12.25,738,55.18
CM342,344,Product Launch,2024-08-25,2024-09-06,2587.0,128845,250633,7.06,3.58,536,2.84
CM1260,157,Affiliate,2024-03-26,2024-03-22,781.0,795166,816729,3.6,12.09,604,38.34
CM2970,305,Giveaway,2024-03-28,2024-04-01,8965.0,350117,509300,4.28,8.62,518,-3.39
CM3835,241,Product Launch,2024-07-23,2024-07-20,,883091,1009311,2.93,11.75,71,25.59
CM2497,346,Product Launch,2024-05-12,2024-05-15,4147.0,82823,123846,2.78,7.42,95,30.63
CM3617,319,Giveaway,2024-05-20,2024-06-06,2743.0,68345,267344,5.15,3.84,983,40.36
CM3521,271,Affiliate,2024-04-21,2024-05-06,1187.0,610668,672751,8.8,1.31,456,49.25
CM2663,341,Product Launch,2024-10-25,2024-11-13,6117.0,85985,204162,4.85,0.64,671,17.44
CM1705,320,Brand Awareness,2024-06-25,2024-06-18,2001.0,764421,910445,1.96,0.6,733,25.85
CM5076,267,Giveaway,2024-07-12,2024-07-29,,969215,1017598,7.93,2.29,198,8.68
CM2424,292,Affiliate,2024-02-18,2024-02-10,,183730,198829,,13.11,623,12.06
CM2809,317,Giveaway,2024-07-29,2024-07-27,4249.0,182298,364579,3.34,5.37,773,59.94
CM4634,211,Brand Awareness,2024-07-18,2024-08-02,9890.0,40459,193589,0.6,4.65,289,-9.82
CM1412,218,Affiliate,2024-09-18,2024-09-19,9519.0,916182,929157,2.01,13.25,160,38.14
CM3548,331,Product Launch,2024-11-19,2024-12-07,8033.0,87677,186941,5.58,4.54,424,11.98
CM3912,344,Brand Awareness,2024-01-02,2024-01-05,6313.0,353518,486646,2.41,7.85,835,
CM4800,324,Affiliate,2024-11-25,2024-12-04,,31172,145596,5.23,14.34,197,11.47
CM2462,323,Giveaway,2024-02-15,2024-02-26,4666.0,971279,1048446,1.34,6.02,721,52.92
CM2075,267,Product Launch,2024-05-04,2024-04-28,977.0,347415,448041,5.03,0.74,780,45.68
CM3614,333,Brand Awareness,2024-03-11,2024-03-11,6617.0,17820,198627,6.65,1.66,729,14.28
CM1861,271,Giveaway,2024-04-29,2024-05-09,7502.0,149936,231132,2.44,0.25,882,52.42
CM2839,302,Brand Awareness,2024-08-08,2024-08-03,6499.0,538639,729270,0.79,6.71,499,59.14
CM4902,296,Brand Awareness,2024-06-04,2024-06-09,611.0,303471,331039,8.45,14.56,508,-5.17
CM2572,341,Brand Awareness,2024-05-26,2024-05-30,6815.0,367200,508916,6.54,3.33,482,17.4
CM4107,342,Product Launch,2024-07-22,2024-07-21,7813.0,173193,244735,3.69,6.75,429,27.77
CM1593,320,Product Launch,2024-04-18,2024-04-16,4760.0,446061,604950,2.64,4.58,317,56.88
CM4306,245,Brand Awareness,2024-08-20,2024-08-24,8089.0,647155,822285,5.25,1.7,533,40.89
CM2258,263,Affiliate,2024-02-11,2024-02-29,2592.0,71825,111366,,4.4,121,24.23
CM1269,172,Product Launch,2024-01-09,2024-01-20,4275.0,965667,1161999,6.29,7.88,629,13.66
CM4755,328,Giveaway,2024-04-17,2024-04-27,8652.0,821995,965413,0.82,4.64,429,49.13
CM332,305,Product Launch,2024-03-10,2024-02-29,7644.0,694308,705624,7.79,1.46,745,49.2
CM166,349,Brand Awareness,2024-01-27,2024-02-15,4267.0,213204,382478,4.34,8.55,540,32.4
CM1703,341,Giveaway,2024-11-13,2024-11-11,6402.0,168233,182581,4.55,13.38,988,58.68
CM3383,225,Affiliate,2024-09-17,2024-09-29,9303.0,474220,495026,8.35,9.19,19,25.02
CM3696,302,Brand Awareness,2024-06-14,2024-06-28,5833.0,922057,1007070,3.67,6.34,739,-2.09
CM225,334,Brand Awareness,2024-02-14,2024-02-20,,194899,381635,6.78,1.97,812,13.03
CM1396,327,Giveaway,2024-05-26,2024-06-06,7849.0,291349,294826,7.68,0.71,89,45.24
CM2076,342,Affiliate,2024-12-02,2024-11-26,9406.0,844655,885096,8.79,14.36,925,4.8
CM4756,321,Affiliate,2024-07-30,2024-08-09,8743.0,443176,632925,3.96,11.17,382,-0.16
CM4720,268,Giveaway,2024-01-14,2024-01-15,1314.0,66364,78437,3.53,6.43,448,13.5
CM2175,331,Affiliate,2024-09-22,2024-09-30,2026.0,122952,225888,3.8,3.56,294,12.74
CM3186,278,Product Launch,2024-04-21,2024-05-05,5303.0,946028,1144902,3.99,11.01,91,47.43
CM4581,291,Affiliate,2024-07-25,2024-07-25,8794.0,722580,812495,1.04,6.1,209,-4.62
CM3445,335,Product Launch,2024-03-09,2024-03-08,4818.0,632180,641101,4.31,11.54,39,1.25
CM4703,268,Product Launch,2024-10-12,2024-10-31,6788.0,854579,967681,0.84,6.27,283,13.88
CM2897,268,Product Launch,2024-07-16,2024-07-26,7647.0,574248,607534,7.08,2.7,316,2.03
CM1018,327,Brand Awareness,2024-06-09,2024-06-19,6120.0,228557,357172,3.89,9.85,151,24.06
CM1746,247,Affiliate,2024-04-25,2024-04-28,6954.0,692476,887160,3.5,0.44,499,48.21
CM464,347,Affiliate,2024-09-11,2024-09-01,6496.0,86694,111725,8.0,9.28,263,1.06
CM3387,267,Brand Awareness,2024-08-14,2024-09-02,7936.0,376412,378272,9.24,4.06,951,48.65
CM2225,335,Giveaway,2024-05-09,2024-05-15,6849.0,419648,570362,6.86,13.87,965,15.52
CM4223,346,Product Launch,2024-07-30,2024-08-05,7581.0,20734,31232,5.65,5.92,498,23.38
CM625,319,Product Launch,2024-06-12,2024-06-26,6523.0,523386,678302,3.97,1.29,653,41.35
CM155,330,Affiliate,2024-11-16,2024-11-09,9112.0,719596,866278,7.91,11.73,583,42.07
CM738,342,Brand Awareness,2024-09-11,2024-09-04,3053.0,646209,680831,4.08,8.49,567,24.53
CM402,347,Affiliate,2024-08-13,2024-08-11,6599.0,258144,292261,6.49,7.72,936,32.76
CM2866,337,Affiliate,2024-04-23,2024-04-13,3581.0,657994,682315,6.61,10.18,66,31.69
CM1376,172,Product Launch,2024-10-30,2024-11-03,785.0,290330,303104,7.24,4.84,689,55.66
CM2155,172,Giveaway,2024-12-03,2024-12-11,7378.0,883230,957884,0.91,7.51,912,-1.46
CM4532,340,Brand Awareness,2024-07-26,2024-08-08,6584.0,800848,854087,1.63,10.52,500,35.17
CM3744,137,Affiliate,2024-07-20,2024-07-19,6528.0,908529,1071906,6.94,5.46,753,22.99
CM4243,314,Product Launch,2024-02-04,2024-02-08,9133.0,626560,669409,7.78,4.29,66,35.26
CM2978,340,Brand Awareness,2024-04-03,2024-04-12,3366.0,343873,464677,5.29,14.89,470,14.43
CM4302,273,Giveaway,2024-03-14,2024-03-15,9162.0,15284,95513,6.59,13.69,963,
CM2386,339,Giveaway,2024-03-28,2024-04-02,3637.0,798228,888189,,0.49,273,22.61
CM2361,268,Affiliate,2024-06-20,2024-06-17,9682.0,80606,262459,2.5,13.75,478,43.02
CM2396,347,Brand Awareness,2024-07-19,2024-08-04,8411.0,458295,625464,2.7,2.11,367,-5.89
CM1853,250,Brand Awareness,2024-02-25,2024-02-17,8074.0,132086,142271,3.62,13.12,889,8.09
CM2068,279,Product Launch,2024-05-05,2024-05-15,4324.0,650467,748380,5.18,1.43,680,40.23
CM4587,334,Giveaway,2024-02-25,2024-03-05,4189.0,174707,320448,5.07,2.35,901,45.6
CM3217,267,Product Launch,2024-05-11,2024-05-08,919.0,9577,130382,4.38,3.72,439,
CM2493,299,Product Launch,2024-08-06,2024-08-23,597.0,532117,668855,,2.52,86,37.27
CM623,334,Product Launch,2024-10-02,2024-10-06,9131.0,746371,813435,7.8,0.4,450,10.64
CM4000,267,Brand Awareness,2024-05-12,2024-05-21,7121.0,835252,914884,6.27,11.9,984,2.85
CM3222,267,Brand Awareness,2024-10-08,2024-10-20,939.0,268361,364115,6.78,0.47,437,17.51
CM4256,348,Giveaway,2024-05-28,2024-06-09,7572.0,767032,878358,9.19,9.19,895,59.44
CM2069,334,Brand Awareness,2024-08-26,2024-08-29,1768.0,166591,216820,7.93,3.42,590,32.65
CM771,338,Giveaway,2024-01-25,2024-01-21,7127.0,28429,112330,8.75,6.19,334,2.6
CM4288,163,Giveaway,2024-09-29,2024-10-08,1075.0,698706,822145,9.87,9.82,731,12.18
CM766,245,Brand Awareness,2024-09-09,2024-09-06,1438.0,744106,797566,8.9,9.36,983,24.34
CM4573,295,Giveaway,2024-08-12,2024-08-06,4365.0,999573,1040123,7.93,2.88,255,8.01
CM1987,345,Affiliate,2024-05-12,2024-05-19,3510.0,140906,230279,3.71,4.75,103,7.27
CM3366,299,Giveaway,2024-11-14,2024-11-09,3189.0,799086,910169,4.07,1.7,408,18.9
CM380,296,Brand Awareness,2024-06-04,2024-06-18,6358.0,669130,839938,6.1,0.92,241,30.67
CM1819,249,Brand Awareness,2024-08-12,2024-08-15,8107.0,565719,628033,1.18,5.58,291,20.98
CM3047,340,Giveaway,2024-11-08,2024-11-08,,918336,948958,1.57,14.2,547,1.67
CM4555,329,Brand Awareness,2024-01-28,2024-02-12,8825.0,830984,938799,1.08,0.44,81,5.19
CM999,341,Product Launch,2024-01-17,2024-01-20,1010.0,184097,336995,9.97,0.49,936,
CM5098,350,Brand Awareness,2024-07-17,2024-07-26,7763.0,753644,903506,2.9,2.68,477,10.54
CM860,245,Brand Awareness,2024-12-17,2024-12-12,3453.0,475381,663606,8.22,4.68,221,17.82
CM2006,327,Giveaway,2024-01-24,2024-02-04,7936.0,499750,690718,7.31,8.69,512,-8.11
CM4142,250,Giveaway,2024-04-08,2024-04-07,8920.0,66355,98447,6.3,9.45,222,52.87
CM3923,218,Affiliate,2024-05-18,2024-05-15,3160.0,875977,1067008,1.08,5.44,669,8.49
CM4238,256,Product Launch,2024-11-12,2024-11-27,4001.0,322471,422176,8.52,10.95,697,57.1
CM3918,298,Product Launch,2024-09-05,2024-09-08,3555.0,126074,243686,5.49,1.34,661,8.82
CM4400,163,Brand Awareness,2024-02-09,2024-02-28,1905.0,208733,307349,5.17,11.49,678,-8.57
CM2693,298,Affiliate,2024-12-24,2024-12-26,4574.0,536425,720759,7.41,9.97,538,20.77
CM4264,330,Affiliate,2024-10-14,2024-10-05,5707.0,586760,738003,2.21,10.26,485,19.54
CM3131,297,Product Launch,2024-11-15,2024-11-08,1988.0,163008,299149,1.69,2.19,529,43.91
CM3679,273,Brand Awareness,2024-03-11,2024-03-17,8628.0,397490,504551,3.63,9.17,859,28.2
CM2932,320,Product Launch,2024-08-03,2024-08-16,672.0,808864,966116,0.73,6.6,181,39.75
CM3572,203,Product Launch,2024-10-24,2024-10-20,6944.0,624426,818561,6.42,6.33,125,2.68
CM237,349,Affiliate,2024-03-14,2024-03-09,6043.0,760401,869494,5.14,11.76,606,6.52
CM2280,203,Product Launch,2024-02-25,2024-03-14,9827.0,178367,369492,4.15,13.17,621,47.3
CM2228,133,Brand Awareness,2024-02-01,2024-02-14,2491.0,630036,765754,4.6,11.54,563,53.93
CM3277,313,Brand Awareness,2024-03-29,2024-03-23,5658.0,954453,1023420,0.56,0.32,816,-7.02
CM4603,298,Giveaway,2024-11-04,2024-11-09,2806.0,963192,1120192,4.8,12.68,446,35.12
CM4361,299,Giveaway,2024-07-08,2024-07-27,6356.0,112045,192934,3.79,1.04,321,-1.04
CM4444,157,Brand Awareness,2024-02-28,2024-03-07,1040.0,687920,794271,5.59,2.77,503,48.14
CM1431,335,Brand Awareness,2024-01-06,2024-01-08,1936.0,260595,302699,4.4,0.35,144,32.04
CM2117,346,Affiliate,2024-03-11,2024-03-06,5671.0,388581,507017,1.43,1.59,945,17.94
CM2582,302,Affiliate,2024-07-04,2024-06-30,4093.0,811872,961902,,0.99,833,52.44
CM1458,337,Giveaway,2024-07-08,2024-06-28,4818.0,991739,1147664,5.42,4.98,316,33.15
CM1429,157,Affiliate,2024-12-18,2024-12-27,6269.0,522827,570887,3.08,11.66,454,53.38
